pathway,pathway_direction,pathway_median_d,pathway_n_reactions,pathway_n_significant,pathway_pct_significant,reaction_id,base_id,reaction_name,cohens_d,p_value,significant,gene_association_raw,genes,n_genes,ec_number,dataset
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR06691_neg,MAR06691,No name available,1.3898004858123385,0.5556320779987349,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR06692_pos,MAR06692,No name available,1.3898004858123385,0.5556320779987349,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR06693_pos,MAR06693,No name available,1.3898004858123385,0.5556320779987349,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR06700_pos,MAR06700,No name available,1.3898004858123385,0.5556320779987349,False,Cyp26a1,Cyp26a1,1,1.14.-.-,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR06701_pos,MAR06701,No name available,1.3898004858123385,0.5556320779987349,False,Cyp26a1,Cyp26a1,1,1.14.-.-,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR06702_pos,MAR06702,No name available,1.3898004858123385,0.5556320779987349,False,Cyp26b1,Cyp26b1,1,1.14.-.-,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR06703_pos,MAR06703,No name available,1.3898004858123385,0.5556320779987349,False,Cyp26b1,Cyp26b1,1,1.14.-.-,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08698_neg,MAR08698,No name available,0.49448361479718056,0.728776686489631,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08698_pos,MAR08698,No name available,0.26058251272153127,0.8716117860513882,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08699_neg,MAR08699,No name available,0.11698370507718046,0.9358543760689488,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08699_pos,MAR08699,No name available,0.11698370507718046,0.9358543760689488,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08700_pos,MAR08700,No name available,0.8438431507418729,0.60940295483043,False,Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c65 or Cyp2c66 or Cyp2j6 or Cyp2j9,Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c65; Cyp2c66; Cyp2j6; Cyp2j9,7,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08702_neg,MAR08702,No name available,2.1027447600103235,0.5556320779987349,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08702_pos,MAR08702,No name available,2.7765380294491693,0.5556320779987349,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08709_neg,MAR08709,11-cis-retinol: NADP+ oxidoreductase,1.0933960436256902,0.5556320779987349,False,Dhrs4 or Hsd17b6 or Rbp3 or Rdh1 or Rdh16 or Rdh16f2 or Rdh19 or Rdh5 or Rdh7 or Rdh9 or Rlbp1 or Sdr16c5,Dhrs4; Hsd17b6; Rbp3; Rdh1; Rdh16; Rdh16f2; Rdh19; Rdh5; Rdh7; Rdh9; Rlbp1; Sdr16c5,12,1.1.1.105,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08709_pos,MAR08709,11-cis-retinol: NADP+ oxidoreductase,0.014307049469677627,0.9918046230933824,False,Dhrs4 or Hsd17b6 or Rbp3 or Rdh1 or Rdh16 or Rdh16f2 or Rdh19 or Rdh5 or Rdh7 or Rdh9 or Rlbp1 or Sdr16c5,Dhrs4; Hsd17b6; Rbp3; Rdh1; Rdh16; Rdh16f2; Rdh19; Rdh5; Rdh7; Rdh9; Rlbp1; Sdr16c5,12,1.1.1.105,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08710_neg,MAR08710,No name available,2.237591843235608,0.5556320779987349,False,Rdh5,Rdh5,1,1.1.1.315,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08711_neg,MAR08711,all-trans-Retinol 11-cis-trans-isomerase,1.0891196371673577,0.5556320779987349,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08711_pos,MAR08711,all-trans-Retinol 11-cis-trans-isomerase,2.9388380769647977,0.5556320779987349,False,No genes,,0,No EC,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08713_pos,MAR08713,No name available,0.8435902529219013,0.6047197436018418,False,Ugt1a1 or Ugt1a9,Ugt1a1; Ugt1a9,2,2.4.1.17,CD8
Retinol metabolism,CD8_CD5_hi,1.3896271864308474,79,0,0.0,MAR08717_pos,MAR08717,No name available,1.0484503922373414,0.5556320779987349,False,Ugt1a1 or Ugt1a9,Ugt1a1; Ugt1a9,2,2.4.1.17,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR06861_neg,MAR06861,Hydrolysis of Alanylalanine,1.3732069223668664,0.5556320779987349,False,Cndp1 or Cndp2,Cndp1; Cndp2,2,No EC,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR06861_pos,MAR06861,Hydrolysis of Alanylalanine,1.7716791661626827,0.5556320779987349,False,Cndp1 or Cndp2,Cndp1; Cndp2,2,No EC,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR08643_pos,MAR08643,cocaine benzoylhydrolase,0.1585726841390102,0.9211251896695037,False,Ces1d or Ces2h or Ces3a or Ces3b or Ces5a,Ces1d; Ces2h; Ces3a; Ces3b; Ces5a,5,3.1.1.1;3.1.1.84;3.1.1.56,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR08645_pos,MAR08645,cocaine benzoylhydrolase,0.4388709589742658,0.7627086406181081,False,Ces2h,Ces2h,1,3.1.1.84,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09474_pos,MAR09474,No name available,1.5473579813889267,0.5556320779987349,False,Comt or Tomt,Comt; Tomt,2,2.1.1.6,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09483_pos,MAR09483,No name available,-0.5486844330886956,0.7149940550606444,False,Tpsab1 or Tpsb2,Tpsab1; Tpsb2,2,3.4.21.59,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09488_pos,MAR09488,ATP:phosphorylase-b phosphotransferase,1.2583474954561304,0.5556320779987349,False,(Phka1 and Phkb and Phkg1) or Calm1 or Calm2 or Calm3 or Phka2 or Phkg2,Calm1; Calm2; Calm3; Phka1; Phka2; Phkb; Phkg1; Phkg2,8,2.7.11.19,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09489_pos,MAR09489,[Phosphorylase a] phosphohydrolase,1.2583474954561304,0.5556320779987349,False,No genes,,0,3.1.3.17,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09493_pos,MAR09493,ATP:myosin-light-chain O-phosphotransferase,1.37420010184278,0.5556320779987349,False,Mylk or Mylk2 or Mylk3 or Mylk4,Mylk; Mylk2; Mylk3; Mylk4,4,2.7.11.18,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09494_pos,MAR09494,[Myosin-light-chain]-phosphate phosphohydrolase,1.37420010184278,0.5556320779987349,False,No genes,,0,3.1.3.53,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09516_pos,MAR09516,[Pyruvate dehydrogenase (lipoamide)]-phosphate phosphohydrolase,1.2776731393398908,0.5556320779987349,False,Pdp1 or Pdp2,Pdp1; Pdp2,2,3.1.3.43,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09517_pos,MAR09517,ATP:[pyruvate dehydrogenase (lipoamide)] phosphotransferase,1.2776731393398908,0.5556320779987349,False,Pdk1 or Pdk2 or Pdk3 or Pdk4,Pdk1; Pdk2; Pdk3; Pdk4,4,2.7.11.2,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09556_pos,MAR09556,No name available,-0.37621726984408127,0.8069727934130362,False,Glb1 and Glb1l and Lct and Tmppe,Glb1; Glb1l; Lct; Tmppe,4,3.2.1.23,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09561_pos,MAR09561,retinyl-palmitate palmitohydrolase,2.449064878065894,0.5556320779987349,False,Clps,Clps,1,No EC,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09571_pos,MAR09571,(5-glutamyl)-peptide:amino-acid 5-glutamyltransferase,0.22589646505618108,0.8940691224411671,False,Ggt1 or Ggt5 or Ggt6 or Ggt7,Ggt1; Ggt5; Ggt6; Ggt7,4,2.3.2.2,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09572_pos,MAR09572,gamma-glutamyl-beta-aminopropiononitrile amidohydrolase,0.311500143559969,0.8458652095142272,False,Ggt1 or Ggt5 or Ggt6 or Ggt7,Ggt1; Ggt5; Ggt6; Ggt7,4,2.3.2.2,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09798_pos,MAR09798,Formation of Alanylalanine,1.7797670802565975,0.5556320779987349,False,No genes,,0,6.3.2.4,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09801_pos,MAR09801,GTP:5-hydroxy-L-lysine O-phosphotransferase,-0.10379326348450993,0.9443872530350854,False,Hykk,Hykk,1,2.7.1.81,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR09807_pos,MAR09807,(5R)-5-phosphooxy-L-lysine phosphate-lyase (deaminating,-0.10379326348450993,0.9443872530350854,False,Phykpl,Phykpl,1,4.2.3.134,CD8
Isolated,CD8_CD5_hi,1.2583474954561304,20,0,0.0,MAR20044_pos,MAR20044,MAR20044,-0.20910017757899957,0.904892157399879,False,Adh5,Adh5,1,1.1.1.284,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR06992_pos,MAR06992,"Benzpyrene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.9763733555501851,0.5610793413920591,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR06993_pos,MAR06993,"Benzpyrene,NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.9763733555501851,0.5610793413920591,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR06994_pos,MAR06994,"benzpyrene,NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.9763733555501851,0.5610793413920591,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR06995_neg,MAR06995,"4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene glutathione-lyase (epoxide-forming)",0.9763733555501851,0.5610793413920591,False,Gm3776 or Gsta1 or Gsta2 or Gsta5 or Gstk1 or Gstm2 or Gstm4 or Gstm5 or Gstm7 or Gsto1 or Gsto2 or Gstp1 or Gstp2 or Mgst1 or Mgst2 or Mgst3,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Mgst1; Mgst2; Mgst3,16,2.5.1.18,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR06996_pos,MAR06996,"benzo[a]pyrene-7,8-oxide hydrolase",0.9763733555501851,0.5610793413920591,False,Ephx1,Ephx1,1,3.3.2.9,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR06997_pos,MAR06997,No name available,0.9763733555501851,0.5610793413920591,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR06998_pos,MAR06998,"7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene hydrolase",0.9763733555501851,0.5610793413920591,False,Gm3776 or Gsta1 or Gsta2 or Gsta5 or Gstk1 or Gstm2 or Gstm4 or Gstm5 or Gstm7 or Gsto1 or Gsto2 or Gstp1 or Gstp2 or Mgst1 or Mgst2 or Mgst3,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Mgst1; Mgst2; Mgst3,16,2.5.1.18,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR06999_pos,MAR06999,"benzo[a]pyrene-7,8-diol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.9763733555501851,0.5610793413920591,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07000_pos,MAR07000,"9-hydroxybenzo[a]pyrene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.9763733555501851,0.5610793413920591,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07001_pos,MAR07001,"naphthalene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",-0.7566387665353319,0.6298969073803367,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07002_pos,MAR07002,"Naphthalene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.8628880120014047,0.5940072543906099,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07003_pos,MAR07003,"(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming)",0.9763733555501851,0.5610793413920591,False,Gm3776 or Gsta1 or Gsta2 or Gsta5 or Gstk1 or Gstm2 or Gstm4 or Gstm5 or Gstm7 or Gsto1 or Gsto2 or Gstp1 or Gstp2 or Mgst1 or Mgst2 or Mgst3,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Mgst1; Mgst2; Mgst3,16,2.5.1.18,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07004_pos,MAR07004,"(1R,2S)-naphthalene 1,2-oxide hydrolase",0.9763733555501851,0.5610793413920591,False,Ephx1,Ephx1,1,3.3.2.9,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07005_pos,MAR07005,"1,2-Dihydronaphthalene-1,2-diol dehydrogenase",0.9763733555501851,0.5610793413920591,False,Akr1c20 or Akr1c6 or Dhdh,Akr1c20; Akr1c6; Dhdh,3,1.3.1.20,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07006_pos,MAR07006,No name available,0.9763733555501851,0.5610793413920591,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07007_pos,MAR07007,"1,2-Dihydronaphthalene-1,2-diol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.9763733555501851,0.5610793413920591,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07008_pos,MAR07008,No name available,0.9763733555501851,0.5610793413920591,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07009_pos,MAR07009,No name available,0.9763733555501851,0.5610793413920591,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07010_pos,MAR07010,No name available,0.9763733555501851,0.5610793413920591,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07011_pos,MAR07011,No name available,0.8550920602009201,0.5982939364132578,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07012_pos,MAR07012,"beta-Naphthol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.8550920602009201,0.5982939364132578,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07013_pos,MAR07013,"(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming)",0.9763733555501851,0.5610793413920591,False,Gm3776 or Gsta1 or Gsta2 or Gsta5 or Gstk1 or Gstm2 or Gstm4 or Gstm5 or Gstm7 or Gsto1 or Gsto2 or Gstp1 or Gstp2 or Mgst1 or Mgst2 or Mgst3,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Mgst1; Mgst2; Mgst3,16,2.5.1.18,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07014_pos,MAR07014,"(1S,2R)-naphthalene 1,2-oxide hydrolase",0.843753365493633,0.6027486830165475,False,Ephx1,Ephx1,1,3.3.2.9,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07015_pos,MAR07015,No name available,0.93554504005985,0.5757629505202202,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07016_pos,MAR07016,No name available,0.7962665085199913,0.6225507594833837,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07017_pos,MAR07017,No name available,0.9763733555501851,0.5610793413920591,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07018_pos,MAR07018,No name available,0.9763733555501851,0.5610793413920591,False,Cyp1a2,Cyp1a2,1,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07019_pos,MAR07019,No name available,0.9763733555501851,0.5610793413920591,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07020_pos,MAR07020,No name available,0.9763733555501851,0.5610793413920591,False,Cyp1a2,Cyp1a2,1,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07021_pos,MAR07021,No name available,-0.7566387665353319,0.6298969073803367,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07022_pos,MAR07022,glutathione-S-transferase,0.9763733555501851,0.5610793413920591,False,Gm3776 or Gsta1 or Gsta2 or Gsta5 or Gstk1 or Gstm2 or Gstm4 or Gstm5 or Gstm7 or Gsto1 or Gsto2 or Gstp1 or Gstp2 or Mgst1 or Mgst2 or Mgst3,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Mgst1; Mgst2; Mgst3,16,2.5.1.18,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07023_pos,MAR07023,epoxide hydrolase,0.9763733555501851,0.5610793413920591,False,Ephx1,Ephx1,1,3.3.2.9,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07024_pos,MAR07024,No name available,0.9763733555501851,0.5610793413920591,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07025_pos,MAR07025,No name available,0.9763733555501851,0.5610793413920591,False,Akr7a5,Akr7a5,1,1.1.1.11,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07026_pos,MAR07026,No name available,0.9763733555501851,0.5610793413920591,False,Akr7a5,Akr7a5,1,1.1.1.11,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07027_pos,MAR07027,No name available,0.9763733555501851,0.5610793413920591,False,Akr7a5,Akr7a5,1,1.1.1.11,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07028_pos,MAR07028,No name available,0.9763733555501851,0.5610793413920591,False,Akr7a5,Akr7a5,1,1.1.1.11,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07029_pos,MAR07029,"trichloroethene:glutathione S-(1,2-dichlorovinyl)transferase",0.9763733555501851,0.5610793413920591,False,Gm3776 or Gsta1 or Gsta2 or Gsta5 or Gstk1 or Gstm2 or Gstm4 or Gstm5 or Gstm7 or Gsto1 or Gsto2 or Gstp1 or Gstp2 or Mgst1 or Mgst2 or Mgst3,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Mgst1; Mgst2; Mgst3,16,2.5.1.18,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07030_pos,MAR07030,"trichloroethene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)",0.9033509331345777,0.5847335447521211,False,Cyp1a1 or Cyp1b1 or Cyp2c29 or Cyp2c38 or Cyp2c39 or Cyp2c55 or Cyp2c65 or Cyp2c66 or Cyp3a13 or Cyp3a16 or Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a57,Cyp1a1; Cyp1b1; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57,14,1.14.14.1,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07031_pos,MAR07031,No name available,0.9033509331345777,0.5847335447521211,False,No genes,,0,No EC,CD8
Xenobiotics metabolism,CD8_CD5_hi,0.9763733555501851,122,0,0.0,MAR07032_pos,MAR07032,No name available,0.9033509331345777,0.5847335447521211,False,No genes,,0,No EC,CD8
