pathway,pathway_direction,pathway_median_d,reaction_id,reaction_name,cohens_d,p_value,significant,genes,n_genes,ec_number
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07893_neg,ATP:IDP phosphotransferase,1.0351126822333072,0.1016320232379835,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07893_pos,ATP:IDP phosphotransferase,1.9497679897621794,0.03539392365359216,True,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07895_neg,ATP:IDP phosphotransferase,1.443020536463932,0.03539392365359216,True,Ak9; Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,7,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07895_pos,ATP:IDP phosphotransferase,1.443020536463932,0.03539392365359216,True,Ak9; Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,7,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08083_pos,"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase",-1.280614985295468,0.08668985278367534,False,Pde10a; Pde11a; Pde1a; Pde1b; Pde1c; Pde2a; Pde3a; Pde3b; Pde4a; Pde4b; Pde4c; Pde4d; Pde5a; Pde6a; Pde6b; Pde6c; Pde6g; Pde6h; Pde7a; Pde7b; Pde8a; Pde8b; Pde9a,23,3.1.4.35
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08085_pos,"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase",-1.2694649045904418,0.08668985278367534,False,Pde10a; Pde11a; Pde1a; Pde1b; Pde1c; Pde2a; Pde3a; Pde3b; Pde4a; Pde4b; Pde4c; Pde4d; Pde5a; Pde6a; Pde6b; Pde6c; Pde6g; Pde6h; Pde7a; Pde7b; Pde8a; Pde8b; Pde9a,23,3.1.4.17
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08087_pos,"adenosine 3',5'-phosphate 5'-nucleotidohydrolase",-1.2398833649568488,0.1016320232379835,False,Pde10a; Pde11a; Pde1a; Pde1b; Pde1c; Pde2a; Pde3a; Pde3b; Pde4a; Pde4b; Pde4c; Pde4d; Pde5a; Pde6a; Pde6b; Pde6c; Pde6g; Pde6h; Pde7a; Pde7b; Pde8a; Pde8b; Pde9a,23,3.1.4.17
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08443_pos,ADP-glucose glucose-1-phosphohydrolase,0.8911863009566751,0.18488732561303578,False,Adprm; Nudt5; Nudt9,3,3.6.1.13
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08444_pos,ADPmannose sugarphosphohydrolase,1.6390364628456209,0.03539392365359216,True,Adprm; Nudt5; Nudt9,3,3.6.1.13
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08446_pos,Cytidine aminohydrolase,-0.94805820319089,0.12740389581935602,False,Aicda,1,3.5.4.5
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08448_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08448_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08449_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08449_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08450_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08450_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08451_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08451_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08452_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08452_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08453_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08453_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08454_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08454_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08455_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08455_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08456_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08456_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08457_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08457_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08458_neg,ATP:CMP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08458_pos,ATP:CMP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08459_neg,ATP:dCMP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08459_pos,ATP:dCMP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08460_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08460_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08461_neg,No name available,0.32867356910555356,0.5197673762262658,False,Ak5,1,2.7.4.3
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08461_pos,No name available,0.32867356910555356,0.5197673762262658,False,Ak5,1,2.7.4.3
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08462_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08462_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08463_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08463_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08464_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08464_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08465_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08465_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08466_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08466_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08467_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08467_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08468_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08468_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08469_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08469_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08470_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08470_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08471_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08471_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08472_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08472_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08473_pos,deoxyadenosine aminohydrolase,-0.3119408879643474,0.45796136522773573,False,Ada,1,3.5.4.4
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08474_pos,ATP diphosphohydrolase (phosphate-forming),-1.4495170564415778,0.08668985278367534,False,Cant1; Entpd1; Entpd2; Entpd3; Entpd4; Entpd5; Entpd6; Entpd8,8,3.6.1.5;3.6.1.6;3.6.1.42
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08478_neg,ATP:deoxycitidine 5'-phosphotransferase,0.07827751246724383,0.9177033047207391,False,Dck,1,2.7.1.74
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08478_pos,ATP:deoxycitidine 5'-phosphotransferase,0.07827751246724383,0.9177033047207391,False,Dck,1,2.7.1.74
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08479_neg,No name available,0.07827751246724383,0.9177033047207391,False,Dck,1,2.7.1.74
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08479_pos,No name available,0.07827751246724383,0.9177033047207391,False,Dck,1,2.7.1.74
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08480_pos,deoxycytidine aminohydrolase,-1.0829731029587197,0.12740389581935602,False,Aicda,1,3.5.4.5
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08482_pos,NADPH:oxidized-thioredoxin oxidoreductase,-1.7796145106597092,0.03539392365359216,True,Txnrd2,1,1.8.1.9
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08483_pos,dUTP nucleotidohydrolase,-1.0227113368834626,0.12740389581935602,False,Dut,1,3.6.1.23
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08485_pos,UDP phosphohydrolase,-1.139739162298921,0.08668985278367534,False,Cant1; Entpd4; Entpd6,3,3.6.1.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08486_neg,adenosine:phosphate alpha-D-ribosyltransferase,-0.9725807411757407,0.22140435206212575,False,Pnp; Pnp2,2,2.4.2.1
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08486_pos,adenosine:phosphate alpha-D-ribosyltransferase,-0.6721078299762117,0.18488732561303578,False,Pnp; Pnp2,2,2.4.2.1
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08487_pos,uridine 5'-monophosphate phosphohydrolase,-0.35793972766625065,0.9697593644218446,False,Nt5c3; Nt5e,2,3.1.3.5
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08488_pos,XTP pyrophosphohydrolase,0.5777256891344505,0.39819663330744326,False,Itpa,1,3.6.1.19
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR08489_pos,Inosine 5'-triphosphate pyrophosphohydrolase,0.6893722497466344,0.22140435206212575,False,Itpa,1,3.6.1.19
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR01979_pos,Pregnenolone:NAD+ 3-oxidoreductase,0.9537423122453745,0.2635670780433956,False,Hsd3b1; Hsd3b2; Hsd3b3; Hsd3b4; Hsd3b6; Hsd3b8; Hsd3b9,7,1.1.1.145
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR01980_pos,No name available,0.9537423122453745,0.2635670780433956,False,Hsd3b1; Hsd3b2; Hsd3b3; Hsd3b4; Hsd3b6; Hsd3b8; Hsd3b9,7,5.3.3.1
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR01981_pos,No name available,0.124769302733024,0.9976381737739769,False,Cyp17a1,1,1.14.99.9
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR01985_pos,No name available,-1.1710834340658232,0.22140435206212575,False,Bco2; Cyp17a1,2,1.14.99.-
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR01987_neg,No name available,-0.22179289415078215,0.8608725380680741,False,Bco2; Cyp17a1,2,1.14.99.-
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR01987_pos,No name available,-4.03007929482138,0.0016069986658221952,True,Bco2; Cyp17a1,2,1.14.99.-
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR01988_pos,No name available,0.24326823160349792,0.8608725380680741,False,Cyp21a1,1,1.14.99.10
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR01996_pos,Cortisol:NADP+ 11-oxidoreductase,-0.16228520590331097,0.45796136522773573,False,Hsd11b1,1,1.1.1.146
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR01999_pos,No name available,1.2473184008714102,0.06965583282873238,False,Bco2; Cyp11b1; Cyp11b2; Cyp17a1,4,1.14.15.4;1.14.99.9
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR02000_pos,No name available,1.2473184008714102,0.06965583282873238,False,Bco2; Cyp11b1; Cyp11b2; Cyp17a1,4,1.14.15.4;1.14.99.-
Glucocorticoid biosynthesis,CD5 hi,0.24326823160349792,MAR02001_pos,No name available,1.2159062646990548,0.08668985278367534,False,Bco2; Cyp11b1; Cyp11b2; Cyp17a1,4,1.14.15.4;1.14.99.-
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01080_pos,"(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate hydrolase",-0.9618374523068377,0.15296717596056003,False,Lta4h; Rnpep,2,3.3.2.6;3.4.11.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01081_pos,"(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate:glutathione leukotriene-transferase (epoxide-ring-opening)",-1.030874470370856,0.12740389581935602,False,Ltc4s,1,4.4.1.20
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01084_pos,No name available,-1.9413006798836954,0.013156634822295656,True,Ggt1; Ggt5; Ggt6; Ggt7,4,2.3.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01085_pos,No name available,0.7115630018194385,0.22140435206212575,False,Dpep1; Dpep2; Dpep3,3,3.4.13.19
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01088_neg,No name available,1.2473184008714102,0.06965583282873238,False,Dgat2l6; Esco1; Esco2; Glyatl3; Hhat; Lclat1; Lpcat1; Lpcat2; Lpcat3; Lpcat4; Lpgat1; Mboat1; Mboat2; Mboat4; Mboat7; Naa10; Naa20; Naa40; Naa50; Naa60; Naa80; Nat10; Nat14; Nat8; Nat9; Pla2g15; Pnpla3; Porcn; Satl1; Sh3glb1; Ykt6; Zdhhc1; Zdhhc11; Zdhhc12; Zdhhc13; Zdhhc14; Zdhhc15; Zdhhc16; Zdhhc17; Zdhhc18; Zdhhc19; Zdhhc2; Zdhhc20; Zdhhc21; Zdhhc22; Zdhhc23; Zdhhc24; Zdhhc3; Zdhhc4; Zdhhc5; Zdhhc6; Zdhhc7; Zdhhc8; Zdhhc9,54,2.3.1.-
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01091_neg,No name available,1.2473184008714102,0.06965583282873238,False,Dgat2l6; Esco1; Esco2; Glyatl3; Hhat; Lclat1; Lpcat1; Lpcat2; Lpcat3; Lpcat4; Lpgat1; Mboat1; Mboat2; Mboat4; Mboat7; Naa10; Naa20; Naa40; Naa50; Naa60; Naa80; Nat10; Nat14; Nat8; Nat9; Pla2g15; Pnpla3; Porcn; Satl1; Sh3glb1; Ykt6; Zdhhc1; Zdhhc11; Zdhhc12; Zdhhc13; Zdhhc14; Zdhhc15; Zdhhc16; Zdhhc17; Zdhhc18; Zdhhc19; Zdhhc2; Zdhhc20; Zdhhc21; Zdhhc22; Zdhhc23; Zdhhc24; Zdhhc3; Zdhhc4; Zdhhc5; Zdhhc6; Zdhhc7; Zdhhc8; Zdhhc9,54,2.3.1.-
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01093_neg,No name available,1.0475363671563866,0.08668985278367534,False,Alox12; Alox5,2,1.13.11.31;1.13.11.34
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01093_pos,No name available,-0.917235247610746,0.18488732561303578,False,Alox12; Alox5,2,1.13.11.31;1.13.11.34
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01096_pos,No name available,1.2473184008714102,0.06965583282873238,False,Alox12; Alox5,2,1.13.11.31;1.13.11.34
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01097_neg,No name available,1.2473184008714102,0.06965583282873238,False,Hpgd,1,1.1.1.141
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01098_neg,No name available,1.2473184008714102,0.06965583282873238,False,Adh5; Akr1b8; Akr1c20; Akr1c6; Bdh2; Cbr4; Ctbp1; Dhrs2; Gm5737; Hsd11b2; Hsd17b11; Hsd17b14; Hsd17b8; Hsd3b7; Htatip2; Mdh1b; Rdh10; Rdh12; Rdh13; Rdh14; Sdr16c5; Sdr42e1; Sdr9c7; Wwox,24,1.1.1.-
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01099_pos,No name available,1.2473184008714102,0.06965583282873238,False,Hpgd,1,1.1.1.141
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01100_pos,No name available,-0.11873042389169226,1.0,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01101_pos,No name available,-1.56556733578321,0.04554114038133258,True,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01102_pos,No name available,-1.5837868321479114,0.04554114038133258,True,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01103_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01105_pos,No name available,-0.2947535148325418,0.5862778227443934,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01106_pos,No name available,-0.13634194907186736,1.0,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01107_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01108_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01109_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01110_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01111_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01112_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01116_neg,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01117_neg,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01119_pos,No name available,1.2473184008714102,0.06965583282873238,False,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Gstt2; Gstz1; Hpgds; Mgst1; Mgst2; Mgst3; Ptges,20,2.5.1.18
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01120_pos,No name available,1.2473184008714102,0.06965583282873238,False,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Gstt2; Gstz1; Hpgds; Mgst1; Mgst2; Mgst3; Ptges,20,2.5.1.18
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01121_pos,No name available,1.2473184008714102,0.06965583282873238,False,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Gstt2; Gstz1; Hpgds; Mgst1; Mgst2; Mgst3; Ptges,20,2.5.1.18
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01122_pos,No name available,1.2473184008714102,0.06965583282873238,False,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Gstt2; Gstz1; Hpgds; Mgst1; Mgst2; Mgst3; Ptges,20,2.5.1.18
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01123_neg,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01124_neg,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01125_neg,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01126_pos,"(6Z,8E,10E,14Z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (20-hydroxylating)",1.1236625932585347,0.08668985278367534,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01127_pos,"(6Z,8E,10E,14Z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (20-hydroxylating)",1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01128_pos,"(6Z,8E,10E,14Z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (20-hydroxylating)",1.2903510965305258,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01129_neg,No name available,-2.5254627133558927,0.002268703998807805,True,Adh1; Adh4; Adh5; Adh6b; Adh7; Adhfe1,6,1.1.1.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01129_pos,No name available,0.5347059818106146,0.7245685280064822,False,Adh1; Adh4; Adh5; Adh6b; Adh7; Adhfe1,6,1.1.1.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01130_pos,No name available,1.2473184008714102,0.06965583282873238,False,Adh1; Adh4; Adh5; Adh6b; Adh7; Adhfe1,6,1.1.1.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01131_neg,No name available,-5.640929738930619,0.0016069986658221952,True,Adh1; Adh4; Adh5; Adh6b; Adh7; Adhfe1,6,1.1.1.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01132_neg,No name available,0.5347059818106146,0.7245685280064822,False,Aldh1b1; Aldh2; Aldh3a2; Aldh7a1; Aldh9a1,5,1.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01132_pos,No name available,-2.5254627133558927,0.002268703998807805,True,Aldh1b1; Aldh2; Aldh3a2; Aldh7a1; Aldh9a1,5,1.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01133_neg,No name available,1.2473184008714102,0.06965583282873238,False,Aldh1b1; Aldh2; Aldh3a2; Aldh7a1; Aldh9a1,5,1.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01134_pos,No name available,-3.869520635600019,0.0016069986658221952,True,Aldh1b1; Aldh2; Aldh3a2; Aldh7a1; Aldh9a1,5,1.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01137_pos,"(6Z,8E,10E,14Z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (20-hydroxylating)",1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
